x   y    w   h

Bubblun 1

16, 17,  17, 19
50, 17,  17, 19
84, 17,  17, 19
118, 17,  17, 19
152, 17,  17, 19
185, 18,  18, 18
218, 19,  20, 17
254, 19,  17, 17
288, 18,  22, 18
322, 18,  22, 18
355, 17,  19, 19
388, 17,  20, 19
419, 19,  21, 17
455, 19,  20, 17
490, 18,  21, 18
524, 17,  21, 19
556, 18,  20, 18

13, 54,  23, 18
45, 54,  23, 18
79, 54,  23, 18
119, 53,  19, 19
153, 53,  18, 19
187, 53,  19, 19
220, 53,  20, 19
252, 54,  21, 18
287, 55,  20, 17


To Join post

314, 41,  32, 31
348, 41,  32, 31


Flip post

382, 40,  25, 32
416, 40,  21, 32
450, 40,  20, 32
484, 40,  23, 32


Insert Coin post

518, 41,  32, 31
552, 41,  32, 31
11, 79,  32, 31
45, 79,  32, 31


//Posts (without Bub)

Push 1P / 2P // Thank you // Flip

5, 149, 32, 31
39, 149, 32, 31

73, 149, 32, 31
107, 149, 32, 31

141, 149, 32, 31

184, 148, 16, 32
221, 148, 9, 32
254, 148, 9, 32
284, 148, 16, 32

//End of posts


Thank You msg

81, 78,  32, 32
115, 78,  32, 32


Push 1P / 2P msg

149, 78,  32, 32
183, 78,  32, 32

218, 79,  32, 32
252, 79,  32, 32


Bubblun 2

288, 91,  19, 19
318, 91,  25, 19
353, 91,  24, 19
387, 89,  24, 21
420, 84,  24, 26
454, 82,  24, 28
488, 84,  24, 26
522, 84,  24, 26
554, 91,  21, 19

14, 121,  19, 19
48, 121,  19, 19
85, 121,  19, 19
118, 121,  20, 19
153, 121,  20, 19
187, 121,  20, 19
221, 121,  20, 19
255, 121,  20, 19


Bubblun blowing

8, 201,  29, 16
42, 201,  29, 16
76, 201,  29, 16
109, 201,  30, 16
144, 201,  31, 16
178, 201,  28, 16
212, 201,  29, 16
246, 201,  29, 16
280, 201,  29, 16
315, 201,  28, 16
348, 201,  29, 16
382, 201,  29, 16
416, 201,  29, 16


Bubblun spining guear

8, 223, 27, 16
42, 223, 26, 16
76, 223, 28, 16
110, 223, 27, 16
144, 223, 27, 16
178, 223, 28, 16
212, 223, 26, 16
246, 223, 26, 16


Bubblun 3 (bigger)

16, 912, 34, 33
66, 913, 34, 32
116, 913, 34, 32
166, 912, 34, 33
216, 913, 34, 32
266, 913, 34, 32
316, 916, 34, 29
367, 904, 30, 42
417, 913, 33, 32
467, 913, 33, 32
516, 913, 33, 38
566, 913, 33, 38

16, 956, 36, 39
65, 963, 38, 32
118, 955, 32, 40
167, 963, 34, 32
217, 954, 30, 42
267, 962, 34, 33
317, 962, 34, 33
367, 962, 34, 33
416, 961, 34, 34
468, 963, 33, 33
516, 962, 34, 33


Bubblun 4 (biggest)

14, 1026, 162, 97
180, 1020, 156, 103
344, 1004, 168, 119
